Laureate ID,Full Name,Gender,Birthdate/Date Founded,Country,Continent,Age/Years of Operation,Year Awarded,Date Awarded,Award Category,Awarded For
554,Rigoberta Menchú Tum,Female,1959-01-09,Guatemala,North America,33,1992,1992-10-16,Peace,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples
555,Nelson Rolihlahla Mandela,Male,1918-07-18,South Africa,Africa,75,1993,1993-10-15,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa"
556,Frederik Willem de Klerk,Male,1936-03-18,South Africa,Africa,57,1993,1993-10-15,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new  democratic South Africa"
557,Yasser Arafat,Male,1929-08-24,Egypt,Africa,65,1994,1994-10-14,Peace,for their efforts to create peace in the Middle East
558,Shimon Peres,Male,1923-08-16,Belarus,Europe,71,1994,1994-10-14,Peace,for their efforts to create peace in the Middle East
559,Yitzhak Rabin,Male,1922-03-01,Israel,Asia,72,1994,1994-10-14,Peace,for their efforts to create peace in the Middle East
560,Joseph Rotblat,Male,1908-11-04,Poland,Europe,86,1995,1995-10-13,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"
561,Pugwash Conferences on Science and World Affairs,Organization,1957-00-00,Canada,North America,38,1995,1995-10-13,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"
562,Carlos Filipe Ximenes Belo,Male,1948-02-03,East Timor,Oceania,48,1996,1996-10-11,Peace,for their work towards a just and peaceful solution to the conflict in East Timor
563,José Ramos-Horta,Male,1949-12-26,East Timor,Oceania,46,1996,1996-10-11,Peace,for their work towards a just and peaceful solution to the conflict in East Timor
564,International Campaign to Ban Landmines,Organization,1992-00-00,USA,North America,5,1997,1997-10-10,Peace,for their efforts to ban and remove anti-personnel landmines
565,Jody Williams,Female,1950-10-09,USA,North America,47,1997,1997-10-10,Peace,for their work for the banning and clearing of anti-personnel mines
566,John Hume,Male,1937-01-18,Northern Ireland,Europe,61,1998,1998-10-16,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland
567,David Trimble,Male,1944-10-15,Northern Ireland,Europe,54,1998,1998-10-16,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland
568,Médecins Sans Frontières,Organization,1971-00-00,France,Europe,28,1999,1999-10-15,Peace,in recognition of the organisation's pioneering humanitarian work on several continents
569,Sully Prudhomme,Male,1839-03-16,France,Europe,62,1901,,Literature,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect"
571,Christian Matthias Theodor Mommsen,Male,1817-11-30,Germany,Europe,85,1902,,Literature,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>"
572,Bjørnstjerne Martinus Bjørnson,Male,1832-12-08,Norway,Europe,71,1903,,Literature,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit"
573,Frédéric Mistral,Male,1830-09-08,France,Europe,74,1904,,Literature,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist"
574,José Echegaray y Eizaguirre,Male,1832-04-19,Spain,Europe,72,1904,,Literature,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama"
575,Henryk Sienkiewicz,Male,1846-05-05,Poland,Europe,59,1905,,Literature,because of his outstanding merits as an epic writer
576,Giosuè Carducci,Male,1835-07-27,Italy,Europe,71,1906,,Literature,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
577,Rudyard Kipling,Male,1865-12-30,India,Asia,42,1907,,Literature,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author"
578,Rudolf Christoph Eucken,Male,1846-01-05,Germany,Europe,62,1908,,Literature,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life"
579,Selma Ottilia Lovisa Lagerlöf,Female,1858-11-20,Sweden,Europe,51,1909,,Literature,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings"
580,Paul Johann Ludwig Heyse,Male,1830-03-15,Germany,Europe,80,1910,,Literature,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories"
581,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,Male,1862-08-29,Belgium,Europe,49,1911,,Literature,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"
582,Gerhart Johann Robert Hauptmann,Male,1862-11-15,Poland,Europe,50,1912,,Literature,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
583,Rabindranath Tagore,Male,1861-05-07,India,Asia,52,1913,,Literature,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West"
584,Romain Rolland,Male,1866-01-29,France,Europe,50,1915,1916-11-09,Literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings
585,Carl Gustaf Verner von Heidenstam,Male,1859-07-06,Sweden,Europe,57,1916,1916-11-09,Literature,in recognition of his significance as the leading representative of a new era in our literature
586,Karl Adolph Gjellerup,Male,1857-06-02,Denmark,Europe,60,1917,1917-11-08,Literature,"for his varied and rich poetry, which is inspired by lofty ideals"
587,Henrik Pontoppidan,Male,1857-07-24,Denmark,Europe,60,1917,1917-11-08,Literature,for his authentic descriptions of present-day life in Denmark
588,Carl Friedrich Georg Spitteler,Male,1845-04-24,Switzerland,Europe,74,1919,,Literature,"in special appreciation of his epic, <I>Olympian Spring</I>"
589,Knut Pedersen Hamsun,Male,1859-08-04,Norway,Europe,61,1920,,Literature,"for his monumental work, <I>Growth of the Soil</I>"
590,Anatole France,Male,1844-04-16,France,Europe,77,1921,,Literature,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament"
592,Jacinto Benavente,Male,1866-08-12,Spain,Europe,56,1922,,Literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama
593,William Butler Yeats,Male,1865-06-13,Ireland,Europe,58,1923,,Literature,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation"
594,Wladyslaw Stanislaw Reymont,Male,1867-05-07,Poland,Europe,57,1924,,Literature,"for his great national epic, <I>The Peasants</I>"
596,George Bernard Shaw,Male,1856-07-26,Ireland,Europe,69,1925,,Literature,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
597,Grazia Deledda,Female,1871-09-27,Italy,Europe,55,1926,,Literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general
600,Henri Bergson,Male,1859-10-18,France,Europe,68,1927,,Literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented
601,Sigrid Undset,Female,1882-05-20,Denmark,Europe,46,1928,,Literature,principally for her powerful descriptions of Northern life during the Middle Ages
602,Thomas Mann,Male,1875-06-06,Germany,Europe,54,1929,,Literature,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature"
603,Sinclair Lewis,Male,1885-02-07,USA,North America,45,1930,,Literature,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters"
604,Erik Axel Karlfeldt,Male,1864-07-20,Sweden,Europe,67,1931,,Literature,The poetry of Erik Axel Karlfeldt
605,John Galsworthy,Male,1867-08-14,United Kingdom,Europe,65,1932,,Literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>
606,Ivan Alekseyevich Bunin,Male,1870-10-22,Russia,Europe,63,1933,,Literature,for the strict artistry with which he has carried on the classical Russian traditions in prose writing
607,Luigi Pirandello,Male,1867-06-28,Italy,Europe,67,1934,,Literature,for his bold and ingenious revival of dramatic and scenic art
608,Eugene Gladstone O'Neill,Male,1888-10-16,USA,North America,48,1936,,Literature,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
609,Roger Martin du Gard,Male,1881-03-23,France,Europe,56,1937,,Literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>
610,Pearl Buck,Female,1892-06-26,USA,North America,46,1938,,Literature,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces
613,Frans Eemil Sillanpää,Male,1888-09-16,Finland,Europe,51,1939,,Literature,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature
614,Johannes Vilhelm Jensen,Male,1873-01-20,Denmark,Europe,71,1944,,Literature,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style"
615,Gabriela Mistral,Female,1889-04-07,Chile,South America,56,1945,,Literature,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world"
617,Hermann Hesse,Male,1877-07-02,Germany,Europe,69,1946,,Literature,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style"
618,André Paul Guillaume Gide,Male,1869-11-22,France,Europe,78,1947,,Literature,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight"
619,Thomas Stearns Eliot,Male,1888-09-26,USA,North America,60,1948,,Literature,"for his outstanding, pioneer contribution to present-day poetry"
620,William Faulkner,Male,1897-09-25,USA,North America,52,1949,,Literature,for his powerful and artistically unique contribution to the modern American novel
621,Earl (Bertrand Arthur William) Russell,Male,1872-05-18,United Kingdom,Europe,78,1950,,Literature,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought
622,Pär Fabian Lagerkvist,Male,1891-05-23,Sweden,Europe,60,1951,,Literature,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind
623,François Mauriac,Male,1885-10-11,France,Europe,67,1952,,Literature,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life
624,Sir Winston Leonard Spencer Churchill,Male,1874-11-30,United Kingdom,Europe,79,1953,,Literature,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values
625,Ernest Miller Hemingway,Male,1899-07-21,USA,North America,55,1954,,Literature,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style"
626,Halldór Kiljan Laxness,Male,1902-04-23,Iceland,Europe,53,1955,1955-10-27,Literature,for his vivid epic power which has renewed the great narrative art of Iceland
627,Juan Ramón Jiménez,Male,1881-12-24,Spain,Europe,75,1956,,Literature,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity"
628,Albert Camus,Male,1913-11-07,Algeria,Africa,44,1957,,Literature,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times"
629,Boris Leonidovich Pasternak,Male,1890-02-10,Russia,Europe,68,1958,,Literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition
630,Salvatore Quasimodo,Male,1901-08-20,Italy,Europe,58,1959,,Literature,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times"
631,Saint-John Perse,Male,1887-05-31,Guadeloupe Island,North America,73,1960,1960-10-26,Literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time
633,Ivo Andric,Male,1892-10-10,Bosnia and Herzegovina,Europe,69,1961,,Literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country
634,John Steinbeck,Male,1902-02-27,USA,North America,60,1962,,Literature,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception"
635,Giorgos Seferis,Male,1900-03-13,Turkey,Asia,63,1963,,Literature,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture"
637,Jean-Paul Sartre,Male,1905-06-21,France,Europe,59,1964,,Literature,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age"
638,Mikhail Aleksandrovich Sholokhov,Male,1905-05-24,Russia,Europe,60,1965,,Literature,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people"
639,Shmuel Yosef Agnon,Male,1888-07-17,Ukraine,Europe,78,1966,,Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people
640,Nelly Sachs,Female,1891-12-10,Germany,Europe,75,1966,,Literature,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength "
641,Miguel Angel Asturias,Male,1899-10-19,Guatemala,North America,68,1967,,Literature,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America"
642,Yasunari Kawabata,Male,1899-06-11,Japan,Asia,69,1968,,Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind"
643,Samuel Beckett,Male,1906-04-13,Ireland,Europe,63,1969,,Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation"
644,Aleksandr Isayevich Solzhenitsyn,Male,1918-12-11,Russia,Europe,51,1970,1970-10-08,Literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature
645,Pablo Neruda,Male,1904-07-12,Chile,South America,67,1971,,Literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams
647,Heinrich Böll,Male,1917-12-21,Germany,Europe,55,1972,,Literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature
648,Patrick White,Male,1912-05-28,United Kingdom,Europe,61,1973,,Literature,for an epic and psychological narrative art which has introduced a new continent into literature
649,Eyvind Johnson,Male,1900-07-29,Sweden,Europe,74,1974,,Literature,"for a narrative art, far-seeing in lands and ages, in the service of freedom"
650,Harry Martinson,Male,1904-05-06,Sweden,Europe,70,1974,,Literature,for writings that catch the dewdrop and reflect the cosmos
651,Eugenio Montale,Male,1896-10-12,Italy,Europe,79,1975,1975-10-23,Literature,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions"
652,Saul Bellow,Male,1915-06-10,Canada,North America,61,1976,,Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work
653,Vicente Aleixandre,Male,1898-04-26,Spain,Europe,79,1977,,Literature,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars"
654,Isaac Bashevis Singer,Male,1904-07-14,Poland,Europe,74,1978,,Literature,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life"
655,Odysseus Elytis,Male,1911-11-02,Greece,Europe,68,1979,,Literature,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness"
657,Czeslaw Milosz,Male,1911-06-30,Lithuania,Europe,69,1980,,Literature,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts
658,Elias Canetti,Male,1905-07-25,Bulgaria,Europe,76,1981,,Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power"
659,Gabriel García Márquez,Male,1927-03-06,Colombia,South America,55,1982,,Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts"
660,William Golding,Male,1911-09-19,United Kingdom,Europe,72,1983,,Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today"
661,Jaroslav Seifert,Male,1901-09-23,Czech Republic,Europe,83,1984,,Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man"
662,Claude Simon,Male,1913-10-10,Madagascar,Africa,72,1985,,Literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition
663,Wole Soyinka,Male,1934-07-13,Nigeria,Africa,52,1986,,Literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence
664,Joseph Brodsky,Male,1940-05-24,Russia,Europe,47,1987,,Literature,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity"
665,Naguib Mahfouz,Male,1911-12-11,Egypt,Africa,77,1988,,Literature,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind"
666,Camilo José Cela,Male,1916-05-11,Spain,Europe,73,1989,,Literature,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability"
667,Octavio Paz,Male,1914-03-31,Mexico,North America,76,1990,,Literature,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity"
668,Nadine Gordimer,Female,1923-11-20,South Africa,Africa,68,1991,,Literature,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity
669,Derek Walcott,Male,1930-01-23,Saint Lucia,North America,62,1992,,Literature,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment"
670,Toni Morrison,Female,1931-02-18,USA,North America,62,1993,,Literature,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality"
671,Kenzaburo Oe,Male,1935-01-31,Japan,Asia,59,1994,,Literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today"
672,Seamus Heaney,Male,1939-04-13,Northern Ireland,Europe,56,1995,,Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past"
673,Wislawa Szymborska,Female,1923-07-02,Poland,Europe,73,1996,,Literature,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality
674,Dario Fo,Male,1926-03-24,Italy,Europe,71,1997,,Literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden
675,José Saramago,Male,1922-11-16,Portugal,Europe,76,1998,,Literature,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality"
676,Günter Grass,Male,1927-10-16,Poland,Europe,72,1999,,Literature,whose frolicsome black fables portray the forgotten face of history
677,Ragnar Frisch,Male,1895-03-03,Norway,Europe,74,1969,,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes
678,Jan Tinbergen,Male,1903-04-12,the Netherlands,Europe,66,1969,,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes
679,Paul A. Samuelson,Male,1915-05-15,USA,North America,55,1970,1970-10-26,Economic Sciences,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science
680,Simon Kuznets,Male,1901-04-30,Belarus,Europe,70,1971,,Economic Sciences,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development
681,John R. Hicks,Male,1904-04-08,United Kingdom,Europe,68,1972,1972-10-25,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory
682,Kenneth J. Arrow,Male,1921-08-23,USA,North America,51,1972,1972-10-25,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory
683,Wassily Wassilyevich Leontief,Male,1906-08-05,Russia,Europe,67,1973,1973-10-18,Economic Sciences,for the development of the input-output method and for its application to important economic problems
684,Gunnar Myrdal,Male,1898-12-06,Sweden,Europe,75,1974,1974-10-09,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
685,Friedrich August von Hayek,Male,1899-05-08,Austria,Europe,75,1974,1974-10-09,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
686,Leonid Vitaliyevich Kantorovich,Male,1912-01-19,Russia,Europe,63,1975,1975-10-14,Economic Sciences,for their contributions to the theory of optimum allocation of resources
687,Tjalling C. Koopmans,Male,1910-08-28,the Netherlands,Europe,65,1975,1975-10-14,Economic Sciences,for their contributions to the theory of optimum allocation of resources
688,Milton Friedman,Male,1912-07-31,USA,North America,64,1976,1976-10-14,Economic Sciences,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy"
689,Bertil Ohlin,Male,1899-04-23,Sweden,Europe,78,1977,1977-10-14,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements
690,James E. Meade,Male,1907-06-23,United Kingdom,Europe,70,1977,1977-10-14,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements
691,Herbert A. Simon,Male,1916-06-15,USA,North America,62,1978,1978-10-16,Economic Sciences,for his pioneering research into the decision-making process within economic organizations
692,Theodore W. Schultz,Male,1902-04-30,USA,North America,77,1979,1979-10-16,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries
693,Sir Arthur Lewis,Male,1915-01-23,Saint Lucia,North America,64,1979,1979-10-16,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries
694,Lawrence R. Klein,Male,1920-09-14,USA,North America,60,1980,1980-10-15,Economic Sciences,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies
695,James Tobin,Male,1918-03-05,USA,North America,63,1981,1981-10-13,Economic Sciences,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices"
696,George J. Stigler,Male,1911-01-17,USA,North America,71,1982,1982-10-20,Economic Sciences,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation"
697,Gerard Debreu,Male,1921-07-04,France,Europe,62,1983,1983-10-17,Economic Sciences,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium
698,Richard Stone,Male,1913-08-30,United Kingdom,Europe,71,1984,1984-10-18,Economic Sciences,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis
699,Franco Modigliani,Male,1918-06-18,Italy,Europe,67,1985,1985-10-15,Economic Sciences,for his pioneering analyses of saving and of financial markets
700,James M. Buchanan Jr.,Male,1919-10-03,USA,North America,67,1986,1986-10-16,Economic Sciences,for his development of the contractual and constitutional bases for the theory of economic and political decision-making
701,Robert M. Solow,Male,1924-08-23,USA,North America,63,1987,1987-10-21,Economic Sciences,for his contributions to the theory of economic growth
702,Maurice Allais,Male,1911-05-31,France,Europe,77,1988,1988-10-18,Economic Sciences,for his pioneering contributions to the theory of markets and efficient utilization of resources
703,Trygve Haavelmo,Male,1911-12-13,Norway,Europe,77,1989,1989-10-11,Economic Sciences,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures
704,Harry M. Markowitz,Male,1927-08-24,USA,North America,63,1990,1990-10-16,Economic Sciences,for their pioneering work in the theory of financial economics
705,Merton H. Miller,Male,1923-05-16,USA,North America,67,1990,1990-10-16,Economic Sciences,for their pioneering work in the theory of financial economics
706,William F. Sharpe,Male,1934-06-16,USA,North America,56,1990,1990-10-16,Economic Sciences,for their pioneering work in the theory of financial economics
707,Ronald H. Coase,Male,1910-12-29,United Kingdom,Europe,80,1991,1991-10-15,Economic Sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy
708,Gary S. Becker,Male,1930-12-02,USA,North America,61,1992,1992-10-13,Economic Sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour"
709,Robert W. Fogel,Male,1927-07-01,USA,North America,66,1993,1993-10-12,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change
710,Douglass C. North,Male,1920-11-05,USA,North America,72,1993,1993-10-12,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change
711,John C. Harsanyi,Male,1920-05-29,Hungary,Europe,74,1994,1994-10-11,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games
712,John F. Nash Jr.,Male,1928-06-13,USA,North America,66,1994,1994-10-11,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games
713,Reinhard Selten,Male,1930-10-05,Poland,Europe,64,1994,1994-10-11,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games
714,Robert E. Lucas Jr.,Male,1937-09-15,USA,North America,58,1995,1995-10-10,Economic Sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy"
715,James A. Mirrlees,Male,1936-07-05,Scotland,Europe,60,1996,1996-10-08,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information
716,William Vickrey,Male,1914-06-21,Canada,North America,82,1996,1996-10-08,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information
717,Robert C. Merton,Male,1944-07-31,USA,North America,53,1997,1997-10-14,Economic Sciences,for a new method to determine the value of derivatives
718,Myron S. Scholes,Male,1941-07-01,Canada,North America,56,1997,1997-10-14,Economic Sciences,for a new method to determine the value of derivatives
719,Amartya Sen,Male,1933-11-03,India,Asia,64,1998,1998-10-14,Economic Sciences,for his contributions to welfare economics
720,Robert A. Mundell,Male,1932-10-24,Canada,North America,66,1999,1999-10-13,Economic Sciences,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas
721,Il´ja Mikhailovich Frank,Male,1908-10-23,Russia,Europe,50,1958,,Physics,for the discovery and the interpretation of the Cherenkov effect
722,Arvid Carlsson,Male,1923-01-25,Sweden,Europe,77,2000,2000-10-09,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system
723,Paul Greengard,Male,1925-12-11,USA,North America,74,2000,2000-10-09,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system
724,Eric R. Kandel,Male,1929-11-07,Austria,Europe,70,2000,2000-10-09,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system
725,Kim Dae-jung,Male,1925-12-03,South Korea,Asia,74,2000,2000-10-13,Peace,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular"
726,Zhores I. Alferov,Male,1930-03-15,Belarus,Europe,70,2000,2000-10-10,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics
727,Herbert Kroemer,Male,1928-08-25,Germany,Europe,72,2000,2000-10-10,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics
728,Jack S. Kilby,Male,1923-11-08,USA,North America,76,2000,2000-10-10,Physics,for his part in the invention of the integrated circuit
729,Alan J. Heeger,Male,1936-01-22,USA,North America,64,2000,2000-10-10,Chemistry,for the discovery and development of conductive polymers
730,Alan G. MacDiarmid,Male,1927-04-14,New Zealand,Oceania,73,2000,2000-10-10,Chemistry,for the discovery and development of conductive polymers
731,Hideki Shirakawa,Male,1936-08-20,Japan,Asia,64,2000,2000-10-10,Chemistry,for the discovery and development of conductive polymers
732,James J. Heckman,Male,1944-04-19,USA,North America,56,2000,2000-10-11,Economic Sciences,for his development of theory and methods for analyzing selective samples
733,Daniel L. McFadden,Male,1937-07-29,USA,North America,63,2000,2000-10-11,Economic Sciences,for his development of theory and methods for analyzing discrete choice
734,Gao Xingjian,Male,1940-01-04,China,Asia,60,2000,2000-10-12,Literature,"for an &aelig;uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama"
735,Leland H. Hartwell,Male,1939-10-30,USA,North America,61,2001,2001-10-08,Physiology or Medicine,for their discoveries of key regulators of the cell cycle
736,Tim Hunt,Male,1943-02-19,United Kingdom,Europe,58,2001,2001-10-08,Physiology or Medicine,for their discoveries of key regulators of the cell cycle
737,Sir Paul M. Nurse,Male,1949-01-25,United Kingdom,Europe,52,2001,2001-10-08,Physiology or Medicine,for their discoveries of key regulators of the cell cycle
738,Eric A. Cornell,Male,1961-12-19,USA,North America,39,2001,2001-10-09,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
